the	82103550112
ing	43727954927
and	43452082914
ion	39907843075
tio	32705432538
ent	31928292897
for	26276145239
ati	25312331919
ter	21635845251
ate	19978168727
ers	18428556963
res	16905804845
her	16817683835
est	16153205958
com	16125312457
pro	15952570392
ere	15305553822
all	15280030691
int	15254348969
men	15240388304
you	15014247063
ons	14765503549
our	14731181262
con	14345102137
are	14170861835
tha	13970309343
ver	13912756928
ess	13754386504
thi	13367612267
rea	13285735421
sta	12930801230
tin	12540895012
hat	12149329559
ist	12124300892
ect	12119170351
ort	12058955817
ear	12053692257
ine	11957930765
age	11949496341
his	11668102248
ted	11406578213
ont	11390852799
nce	11196008401
sto	11072718004
ith	11044086726
nte	10870885323
sin	10799660436
tor	10786422584
ore	10667700294
lin	10581656074
ive	10484022493
ite	10265976124
wit	10193568110
not	10064096791
nth	10030465425
tra	9796133143
ome	9794497140
ica	9785687575
per	9744491337
art	9656060803
ste	9569241613
cti	9429172779
oft	9311134315
oth	9268238918
ice	9216488654
out	9109347899
ill	8856637789
ide	8762459520
eth	8761791336
ies	8755941598
one	8734828995
ser	8638918094
eco	8634091171
era	8576303979
str	8562859196
eve	8494214965
din	8409981481
rat	8359118483
ona	8349559915
ces	8338433547
edi	8301169405
iti	8274710654
eri	8255178069
ran	8085921288
san	8028613003
ity	7977725523
oun	7953797964
nal	7901959084
use	7847978561
ure	7815758547
rin	7789909616
ame	7785396816
act	7780788086
igh	7777301857
ese	7747062209
ave	7740219867
sti	7735728445
nts	7703419247
hes	7667255097
sit	7634282993
der	7607432624
fth	7595352455
les	7567750237
man	7547990267
ant	7529985399
ind	7487181360
new	7349340050
pri	7346350184
ree	7338235853
ble	7301450674
ast	7296466185
nta	7285962164
tur	7255257009
por	7235072745
ght	7211373509
ain	7203902170
anc	7170617892
cha	7166970708
eas	7144091746
par	7090030518
ove	7082360635
nde	7001782845
rom	7000056098
rec	6994110775
ert	6973945867
lan	6973440028
cal	6961946111
sof	6893604325
can	6861067469
orm	6811887554
tes	6794181060
ost	6762274549
cat	6716493366
son	6709265158
tic	6664284326
end	6663626810
hea	6659669886
ina	6651182188
red	6642804662
wor	6637704263
ber	6597498432
lic	6582149201
han	6578893232
mat	6573067826
tat	6530894805
hin	6516345939
nes	6497781151
pre	6488727797
sho	6455765345
ren	6448696005
ein	6448143573
eme	6402422147
ric	6395194174
ust	6379227540
fro	6375179963
rth	6370312621
inc	6370252546
eat	6369047797
ase	6327795380
nti	6317158311
ard	6311394005
rch	6274084817
ndi	6269566407
lea	6244702983
tan	6217725873
ssi	6195368725
nin	6130432182
min	6092377855
ail	6072492710
omp	6060470158
ins	6014649559
cou	5995557118
ell	5986380502
erv	5983848823
tal	5977899885
enc	5973938086
ass	5966350848
tth	5939891775
lle	5912788121
